URL;"ETA Number";Version;"Date of issue";"Trade Name";"Generic type and use";"Holder of assesment";"Holder Address";"Holder Postal Code";"Holder City";"Holder Country";"Issuing TAB";"Reference number";"EU Decisioin number(OJEU)";System
https://www.eota.eu/etassessments/3277;09/0316;1;18/05/2016;"Joma Various Angle Brackets";"Three-dimensional nailing plates used as an EAD";"Joma AB";Målskog;"SE-335 91";Gnosjö;Sweden;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC
https://www.eota.eu/etassessments/11065;09/0322;3;14/06/2020;"GH Various Angle Bracket";"Three Dimensional Nailing Plates used as an EAD";"GH-Baubeschläge GmbH";"Austraße 34";D-73235;Weilheim/Teck;Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/11067;09/0323;3;16/08/2021;"GH Angle Bracket";"Three dimensional nailing plates";"GH-Baubeschläge GmbH";"Austraße 34";D-73235;Weilheim/Teck;Germany;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/1454;09/0324;1;17/08/2014;"Angle Bracket 110095, Angle Bracket 110135, AngleBracket 110285 with and without elongated holesand GH brackets type KR90E0 and KR90E";"Three-dimensional nailing plate used as an EAD";"GH-Baubeschläge GmbH 3";"Austraße 34";D-73235;Weilheim/Teck;;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;1
https://www.eota.eu/etassessments/9392;09/0355;2;10/06/2019;"BB Various Angle Brackets";"Three dimensional nailing plates used as an EAD";"BB Stanz- und Umformtechnik GmbH";"Nordhäuser Strasse 42";D-06536;Berga;Germany;ETA-DK;"ETAG 015 used as EAD";1997/0638/EC;2+
https://www.eota.eu/etassessments/1469;09/0361;3;22/05/2024;"Rotho Blaas joist bearing Alumini, Alumidi and Alumaxi";"Three dimensional nailing plates";"Rotho Blaas s.r.l";"Via dell’Adige 2/1";IT-39040;"Cortaccia (BZ)";Italy;ETA-DK;"EAD 130186-00-0603";1997/0638/EC;2+
https://www.eota.eu/etassessments/3560;10/0010;2;06/06/2022;"GH Angle brackets and hold-downs";"Three dimensional nailing plates";"GH-Baubeschläge GmbH";"Austraße 34";D-73235;Weilheim/Teck;Germany;ETA-DK;"EAD 130186-00-0603";1997/0638/EC
https://www.eota.eu/etassessments/2307;10/0033;3;06/11/2022;"Harmet Modular Houses";"Timber building kits";"Harmet OÜ";"Tule põik 1";"Saue EE76505";Harjumaa;Estonia;Eurofins;"EAD 340308-00-0203";1999/0455/EC
https://www.eota.eu/etassessments/3630;10/0066;1;30/06/2016;"Binder-Rim-Board BRB";"Light composite wood-based beams and columns used as an EAD";"Binderholz GmbH Holzindustrie";"Zillerstalstrasse 39";6263;Fügen;Austria;OIB;"ETAG 011 used as EAD";1999/0092/EC;1
https://www.eota.eu/etassessments/346;10/0067;2;29/05/2023;"Wolf Binderwinkel (Wolf angle bracket)";"Three dimensional nailing plates";"Wolf Systembau Gesellschaft m.b.H. 2";"Fischerbühel 1";4644;Scharnstein;Austria;OIB;"EAD 130186-00-0603";1997/0638/EC;2+
